kusamakura-by-soseki-natsume-00019|こまか に いえ ば 写さ ない で も よい 。 ただ|k o m a k a n i i e b a u ts u s a n a i d e m o y o i . t a d a
kusamakura-by-soseki-natsume-00020|まのあたり に 見れ ば 、 そこ に 詩 も 生き 、 歌 も わく 。|m a n o a t a r i n i m i r e b a , s o k o n i sh i m o i k i , u t a m o w a k u .
kusamakura-by-soseki-natsume-00021|着想 を 紙 に 落さ ぬ とも|ch a k u s o: o k a m i n i o t o s a n u t o m o
kusamakura-by-soseki-natsume-00022|きゅうそう の おん は きょ うり に おこる 。 たん せい は が か に 向っ て と まつ せ ん で も|ky u: s o: n o o N h a ky o u r i n i o k o r u . t a N s e: w a g a k a n i m u k a q t e t o m a ts u s e N d e m o
kusamakura-by-soseki-natsume-00023|ご さい の けんらん は おのずから しん がん に 映る 。|g o s a i n o k e N r a N w a o n o z u k a r a sh i N g a N n i u ts u r u .
kusamakura-by-soseki-natsume-00024|ただ お の が 住む 世 を 、 かく かんじ 得 て 、|t a d a o n o g a s u m u y o o , k a k u k a N j i e t e ,
kusamakura-by-soseki-natsume-00025|れい だい ほう すん の カメラ に ぎょう きこん だ くの 俗界 を|r e: d a i h o: s u N n o k a m e r a n i gy o: k i k o N d a k u n o z o q k a i o
kusamakura-by-soseki-natsume-00026|清く うららか に 収め うれ ば たる 。|k i y o k u u r a r a k a n i o s a m e u r e b a t a r u .
kusamakura-by-soseki-natsume-00027|この 故 に む せい の 詩人 に は 一句 なく 、|k o n o y u e n i m u s e: n o sh i j i N n i w a i q k u n a k u ,
kusamakura-by-soseki-natsume-00028|む しょく の 画家 に は せっけん なき も 、 かく じん せい を 観じ 得る の 点 に おい て 、|m u sh o k u n o g a k a n i w a s e q k e N n a k i m o , k a k u j i N s e: o k a N j i e r u n o t e N n i o i t e ,
kusamakura-by-soseki-natsume-00029|かく ぼんのう を げ だ つ する の 点 に おい て 、|k a k u b o N n o: o g e d a ts u s u r u n o t e N n i o i t e ,
kusamakura-by-soseki-natsume-00030|また この ふ どう ふじ の けん こん を こん りゅう し 得る の 点 に おい て 、|m a t a k o n o f u d o: f u j i n o k e N k o N o k o N ry u: sh i e r u n o t e N n i o i t e ,
kusamakura-by-soseki-natsume-00031|がり し よく のき はん を そうとう する の 点 に おい て 、|g a r i sh i y o k u n o k i h a N o s o: t o: s u r u n o t e N n i o i t e ,
kusamakura-by-soseki-natsume-00032|― ― せん きん の 子 より も 、 ばん じょう の 君 より も 、|s e N k i N n o k o y o r i m o , b a N j o: n o k i m i y o r i m o ,
kusamakura-by-soseki-natsume-00033|あらゆる 俗界 の ちょう じ より も 幸福 で ある 。|a r a y u r u z o q k a i n o ch o: j i y o r i m o k o: f u k u d e a r u .
kusamakura-by-soseki-natsume-00034|世 に 住む こと 二十 年 に し て 、 住む に か い ある 世 と 知っ た 。|y o n i s u m u k o t o n i j u: n e N n i sh i t e , s u m u n i k a i a r u y o t o sh i q t a .
kusamakura-by-soseki-natsume-00035|二十 五 年 に し て 明暗 は ひょう り の ごとく 、|n i j u: g o n e N n i sh i t e m e: a N w a hy o: r i n o g o t o k u ,
kusamakura-by-soseki-natsume-00036|日 の あたる 所 に は きっと 影 が さす と 悟っ た 。|h i n o a t a r u t o k o r o n i w a k i q t o k a g e g a s a s u t o s a t o q t a .
kusamakura-by-soseki-natsume-00037|三十 の こんにち は こう 思う て いる 。 ― ― 喜び の 深き とき うれい いよいよ 深く 、|s a N j u: n o k o N n i ch i w a k o: o m o: t e i r u . y o r o k o b i n o f u k a k i t o k i u r e: i y o i y o f u k a k u ,
kusamakura-by-soseki-natsume-00038|たのしみ の 大いなる ほど 苦しみ も 大きい 。|t a n o sh i m i n o o: i n a r u h o d o k u r u sh i m i m o o: k i: .
kusamakura-by-soseki-natsume-00039|これ を 切り放そう と する と 身 が 持て ぬ 。|k o r e o k i r i h a n a s o: t o s u r u t o m i g a m o t e n u .
kusamakura-by-soseki-natsume-00040|かたづけよう と すれ ば 世 が 立た ぬ 。 金 は 大事 だ 、|k a t a z u k e y o: t o s u r e b a y o g a t a t a n u . k i N w a d a i j i d a ,
kusamakura-by-soseki-natsume-00041|大事 な もの が ふえれ ば ねる ま も 心配 だろう 。|d a i j i n a m o n o g a f u e r e b a n e r u m a m o sh i N p a i d a r o: .
kusamakura-by-soseki-natsume-00042|恋 は うれしい 、 嬉しい 恋 が 積もれ ば 、 恋 を せ ぬ 昔 が かえって 恋しかろ 。|k o i w a u r e sh i: , u r e sh i: k o i g a ts u m o r e b a , k o i o s e n u m u k a sh i g a k a e q t e k o i sh i k a r o .
kusamakura-by-soseki-natsume-00043|閣僚 の 肩 は 数百 万 人 の 足 を ささえ て いる 。|k a k u ry o: n o k a t a w a s u: hy a k u m a N n i N n o a sh i o s a s a e t e i r u .
kusamakura-by-soseki-natsume-00044|せなか に は 重い 天下 が おぶさっ て いる 。|s e n a k a n i w a o m o i t e N k a g a o b u s a q t e i r u .
kusamakura-by-soseki-natsume-00045|うまい 物 も 食わ ね ば 惜しい 。 少し 食え ば あきたら ぬ 。|u m a i m o n o m o k u w a n e b a o sh i: . s u k o sh i k u e b a a k i t a r a n u .
kusamakura-by-soseki-natsume-00046|存分 食え ば あと が 不 愉快 だ 。|z o N b u N k u e b a a t o g a f u y u k a i d a .
kusamakura-by-soseki-natsume-00047|… … よ の かんがえ が ここ まで 漂流 し て 来 た 時 に 、|y o n o k a N g a e g a k o k o m a d e hy o: ry u: sh i t e k i t a t o k i n i ,
kusamakura-by-soseki-natsume-00048|余 の うそ く は 突然 すわり の わるい かく いし の はし を 踏み そ く なっ た 。|y o n o u s o k u w a t o ts u z e N s u w a r i n o w a r u i k a k u i sh i n o h a sh i o f u m i s o k u n a q t a .
kusamakura-by-soseki-natsume-00049|へ いこう を 保つ ため に 、 すわ や と 前 に 飛び出し た さそ くが 、 しそ ん じ の うめあわせ を する と 共 に 、|e i k o: o t a m o ts u t a m e n i , s u w a y a t o m a e n i t o b i d a sh i t a s a s o k u g a , sh i s o N j i n o u m e a w a s e o s u r u t o t o m o n i ,
kusamakura-by-soseki-natsume-00050|余 の 腰 は 具合 よく ほう 三 尺 ほど な 岩 の 上 に おり た 。|y o n o k o sh i w a g u a i y o k u h o: s a N sh a k u h o d o n a i w a n o u e n i o r i t a .
kusamakura-by-soseki-natsume-00051|肩 に かけ た 絵の具 箱 が わき の 下 から お どり 出し た だけ で 、|k a t a n i k a k e t a e n o g u b a k o g a w a k i n o sh i t a k a r a o d o r i d a sh i t a d a k e d e ,
kusamakura-by-soseki-natsume-00052|幸い と なん の 事 も なかっ た 。|s a i w a i t o n a N n o k o t o m o n a k a q t a .
kusamakura-by-soseki-natsume-00053|立ち上がる 時 に 向う を 見る と 、 みち から 左 の 方 に|t a ch i a g a r u t o k i n i m u k o: o m i r u t o , m i ch i k a r a h i d a r i n o h o: n i
kusamakura-by-soseki-natsume-00054|バケツ を 伏せ た よう な 峰 が そびえ て いる 。 杉 か ひのき か 分から ない が|b a k e ts u o f u s e t a y o: n a m i n e g a s o b i e t e i r u . s u g i k a h i n o k i k a w a k a r a n a i g a
kusamakura-by-soseki-natsume-00055|ねもと から いただき まで ことごとく あおぐろい 中 に 、|n e m o t o k a r a i t a d a k i m a d e k o t o g o t o k u a o g u r o i n a k a n i ,
kusamakura-by-soseki-natsume-00056|山桜 が 薄赤く だんだら に たなびい て 、 つぎ め が しかと 見え ぬ くらい もや が 濃い 。|y a m a z a k u r a g a u s u a k a k u d a N d a r a n i t a n a b i: t e , ts u g i m e g a sh i k a t o m i e n u k u r a i m o y a g a k o i .
kusamakura-by-soseki-natsume-00057|少し 手前 に はげ やま が 一 つ 、 ぐ ん を ぬきんで て まゆ に せまる 。 はげ た 側面 は|s u k o sh i t e m a e n i h a g e y a m a g a h i t o ts u , g u N o n u k i N d e t e m a y u n i s e m a r u . h a g e t a s o k u m e N w a
kusamakura-by-soseki-natsume-00058|巨人 の おの で けずり 去っ た か 、 鋭 どき 平面 を やけ に 谷 の 底 に うずめ て いる 。|ky o j i N n o o n o d e k e z u r i s a q t a k a , e: d o k i h e: m e N o y a k e n i t a n i n o s o k o n i u z u m e t e i r u .
kusamakura-by-soseki-natsume-00059|てっぺん に 一 本 見える の は 赤松 だろう 。|t e q p e N n i i ch i p o N m i e r u n o w a a k a m a ts u d a r o: .
kusamakura-by-soseki-natsume-00060|枝 の 間 の 空 さえ はっきり し て いる 。 行く手 は 二 丁 ほど で 切れ て いる が 、|e d a n o a i d a n o s o r a s a e h a q k i r i sh i t e i r u . y u k u t e w a n i ch o: h o d o d e k i r e t e i r u g a ,
kusamakura-by-soseki-natsume-00061|高い 所 から 赤い けっ と が 動い て 来る の を 見る と 、|t a k a i t o k o r o k a r a a k a i k e q t o g a u g o i t e k u r u n o o m i r u t o ,
kusamakura-by-soseki-natsume-00062|登れ ば あすこ へ 出る の だろう 。 路 は すこぶる なんぎ だ 。|n o b o r e b a a s u k o e d e r u n o d a r o: . m i ch i w a s u k o b u r u n a N g i d a .
kusamakura-by-soseki-natsume-00063|土 を ならす だけ なら さほど て ま も いる まい が 、|ts u ch i o n a r a s u d a k e n a r a s a h o d o t e m a m o i r u m a i g a ,
kusamakura-by-soseki-natsume-00064|土 の 中 に は 大きな 石 が ある 。 土 は たいら に し て も 石 は 平ら に なら ぬ 。|ts u ch i n o n a k a n i w a o: k i n a i sh i g a a r u . ts u ch i w a t a i r a n i sh i t e m o i sh i w a t a i r a n i n a r a n u .
kusamakura-by-soseki-natsume-00065|石 は 切り 砕い て も 、 岩 は 始末 が つか ぬ 。|i sh i w a k i r i k u d a i t e m o , i w a w a sh i m a ts u g a ts u k a n u .
kusamakura-by-soseki-natsume-00066|ほり くずし た 土 の 上 に ゆうぜん と そばだっ て 、|h o r i k u z u sh i t a ts u ch i n o u e n i y u: z e N t o s o b a d a q t e ,
kusamakura-by-soseki-natsume-00067|吾 ら の ため に 道 を 譲る けしき は ない 。|w a r e r a n o t a m e n i m i ch i o y u z u r u k e sh i k i w a n a i .
kusamakura-by-soseki-natsume-00068|向う で 聞か ぬ 上 は 乗り越す か 、 廻ら なけれ ば なら ん 。|m u k o: d e k i k a n u u e w a n o r i k o s u k a , m a w a r a n a k e r e b a n a r a N .
kusamakura-by-soseki-natsume-00069|いわ の ない 所 で さえ ある きよく は ない 。|i w a n o n a i t o k o r o d e s a e a r u k i y o k u w a n a i .
kusamakura-by-soseki-natsume-00070|左右 が 高く って 、 中心 が くぼん で 、|s a y u: g a t a k a k u q t e , ch u: sh i N g a k u b o N d e ,
kusamakura-by-soseki-natsume-00071|まるで 一 間 はば を 三角 に くっ て 、 その 頂点 が まんなか を つらぬい て いる と 評し て も よい 。|m a r u d e i ch i k e N h a b a o s a N k a k u n i k u q t e , s o n o ch o: t e N g a m a N n a k a o ts u r a n u i t e i r u t o hy o: sh i t e m o y o i .
kusamakura-by-soseki-natsume-00072|路 を 行く と 云わ ん より 川底 を わたる と 云う 方 が 適当 だ 。|m i ch i o i k u t o i w a N y o r i k a w a z o k o o w a t a r u t o i u k a t a g a t e k i t o: d a .
kusamakura-by-soseki-natsume-00073|もとより 急ぐ 旅 で ない から 、 ぶらぶら と なな まがり へ かかる 。|m o t o y o r i i s o g u t a b i d e n a i k a r a , b u r a b u r a t o n a n a m a g a r i e k a k a r u .
kusamakura-by-soseki-natsume-00074|たちまち 足 の 下 で ひばり の 声 が し 出し た 。|t a ch i m a ch i a sh i n o m o t o d e h i b a r i n o k o e g a sh i d a sh i t a .
kusamakura-by-soseki-natsume-00075|谷 を みおろし た が 、 どこ で 鳴い てる か 影 も 形 も 見え ぬ 。|t a n i o m i o r o sh i t a g a , d o k o d e n a i t e r u k a k a g e m o k a t a ch i m o m i e n u .
kusamakura-by-soseki-natsume-00076|ただ 声 だけ が 明らか に 聞える 。 せっせと せわしく 、 たえま なく 鳴い て いる 。|t a d a k o e d a k e g a a k i r a k a n i k i k o e r u . s e q s e t o s e w a sh i k u , t a e m a n a k u n a i t e i r u .
kusamakura-by-soseki-natsume-00077|ほう いくり の 空気 が 一面 に のみ に 刺さ れ て いたたまれ ない よう な 気 が する 。|h o: i k u r i n o k u: k i g a i ch i m e N n i n o m i n i s a s a r e t e i t a t a m a r e n a i y o: n a k i g a s u r u .
kusamakura-by-soseki-natsume-00078|あの 鳥 の 鳴く ね に は 瞬時 の 余裕 も ない 。|a n o t o r i n o n a k u n e n i w a sh u N j i n o y o y u: m o n a i .
kusamakura-by-soseki-natsume-00079|のどか な 春 の 日 を 鳴き 尽くし 、 鳴き あかし 、|n o d o k a n a h a r u n o h i o n a k i ts u k u sh i , n a k i a k a sh i ,
kusamakura-by-soseki-natsume-00080|また 鳴き 暮らさ なけれ ば 気 が 済ま ん と 見える 。 その 上 どこ まで も 登っ て 行く 、|m a t a n a k i k u r a s a n a k e r e b a k i g a s u m a N t o m i e r u . s o n o u e d o k o m a d e m o n o b o q t e i k u ,
kusamakura-by-soseki-natsume-00081|いつ まで も 登っ て 行く 。 雲雀 は きっと 雲 の 中 で 死ぬ に 相違 ない 。 登り詰め た あげく は 、|i ts u m a d e m o n o b o q t e i k u . h i b a r i w a k i q t o k u m o n o n a k a d e sh i n u n i s o: i n a i . n o b o r i ts u m e t a a g e k u w a ,
kusamakura-by-soseki-natsume-00082|流れ て 雲 に いっ て 、 ただよう て いる うち に 形 は 消え て なく なっ て 、|n a g a r e t e k u m o n i i q t e , t a d a y o: t e i r u u ch i n i k a t a ch i w a k i e t e n a k u n a q t e ,
kusamakura-by-soseki-natsume-00083|ただ 声 だけ が 空 の うち に 残る の か も 知れ ない 。 いわ かど を 鋭どく 廻っ て 、|t a d a k o e d a k e g a s o r a n o u ch i n i n o k o r u n o k a m o sh i r e n a i . i w a k a d o o s u r u d o k u m a w a q t e ,
kusamakura-by-soseki-natsume-00084|あんま なら まっ さかさま に 落つる ところ を 、 きわどく 右 へ 切れ て 、|a N m a n a r a m a q s a k a s a m a n i o ts u r u t o k o r o o , k i w a d o k u m i g i e k i r e t e ,
kusamakura-by-soseki-natsume-00085|横 に みおろす と 、 なの花 が 一面 に 見える 。|y o k o n i m i o r o s u t o , n a n o h a n a g a i ch i m e N n i m i e r u .
kusamakura-by-soseki-natsume-00086|雲雀 は あすこ へ 落ちる の か と 思っ た 。 いい|h i b a r i w a a s u k o e o ch i r u n o k a t o o m o q t a . i:
kusamakura-by-soseki-natsume-00087|や 、 あの こがね の 原 から 飛び上がっ て くる の か と 思っ た 。|y a , a n o k o g a n e n o h a r a k a r a t o b i a g a q t e k u r u n o k a t o o m o q t a .
kusamakura-by-soseki-natsume-00088|次 に は 落ちる 雲雀 と 、 あがる ひばり が 十 文字 に すれ違う の か と 思っ た 。|ts u g i n i w a o ch i r u h i b a r i t o , a g a r u h i b a r i g a j u: m o j i n i s u r e ch i g a u n o k a t o o m o q t a .
kusamakura-by-soseki-natsume-00089|最後 に 、 落ちる 時 も 、 上る 時 も 、|s a i g o n i , o ch i r u t o k i m o , n o b o r u t o k i m o ,
kusamakura-by-soseki-natsume-00090|また 十 文字 に すれ違う とき に も 元気 よく 鳴き つづける だろう と 思っ た 。|m a t a j u: m o j i n i s u r e ch i g a u t o k i n i m o g e N k i y o k u n a k i ts u z u k e r u d a r o: t o o m o q t a .
kusamakura-by-soseki-natsume-00091|春 は 眠く なる 。 猫 は 鼠 を とる 事 を 忘れ 、|h a r u w a n e m u k u n a r u . n e k o w a n e z u m i o t o r u k o t o o w a s u r e ,
kusamakura-by-soseki-natsume-00092|人間 は 借金 の ある 事 を 忘れる 。 時 に は 自分 の たましい の いどころ さえ 忘れ て 正体 なくなる 。|n i N g e N w a sh a q k i N n o a r u k o t o o w a s u r e r u . j i n i w a j i b u N n o t a m a sh i: n o i d o k o r o s a e w a s u r e t e sh o: t a i n a k u n a r u .
kusamakura-by-soseki-natsume-00093|ただ 菜の花 を 遠く 望ん だ とき に 眼 が さめる 。|t a d a n a n o h a n a o t o: k u n o z o N d a t o k i n i m e g a s a m e r u .
kusamakura-by-soseki-natsume-00094|雲雀 の 声 を 聞い た とき に 魂 の ありか が はん ぜん する 。|h i b a r i n o k o e o k i: t a t o k i n i t a m a sh i: n o a r i k a g a h a N z e N s u r u .
kusamakura-by-soseki-natsume-00095|雲雀 の 鳴く の は 口 で 鳴く の で は ない 、 魂 全体 が 鳴く の だ 。|h i b a r i n o n a k u n o w a k u ch i d e n a k u n o d e w a n a i , t a m a sh i: z e N t a i g a n a k u n o d a .
kusamakura-by-soseki-natsume-00096|魂 の 活動 が 声 に あらわれ た もの の うち で 、|t a m a sh i: n o k a ts u d o: g a k o e n i a r a w a r e t a m o n o n o u ch i d e ,
kusamakura-by-soseki-natsume-00097|あれ ほど 元気 の ある もの は ない 。 ああ 愉快 だ 。|a r e h o d o g e N k i n o a r u m o n o w a n a i . a: y u k a i d a .
kusamakura-by-soseki-natsume-00098|こう 思っ て 、 こう 愉快 に なる の が 詩 で ある 。|k o: o m o q t e , k o: y u k a i n i n a r u n o g a sh i d e a r u .
kusamakura-by-soseki-natsume-00099|たちまち シェレ ー の 雲雀 の 詩 を 思い出し て 、|t a ch i m a ch i sh e r e n o h i b a r i n o sh i o o m o i d a sh i t e ,
kusamakura-by-soseki-natsume-00100|口 の うち で 覚え た ところ だけ あんしょう し て 見 た が 、 覚え て いる ところ は 二 三 句 しか なかっ た 。|k u ch i n o u ch i d e o b o e t a t o k o r o d a k e a N sh o: sh i t e m i t a g a , o b o e t e i r u t o k o r o w a n i s a N k u sh i k a n a k a q t a .
kusamakura-by-soseki-natsume-00101|その 二三 句 の なか に こんな の が ある 。|s o n o n i s a N k u n o n a k a n i k o N n a n o g a a r u .
kusamakura-by-soseki-natsume-00102|「 前 を み て は 、 しりえ を 見 て は 、 ものほし と 、 あこ が るる かなわ れ 。|m a e o m i t e w a , sh i r i e o m i t e w a , m o n o h o sh i t o , a k o g a r u r u k a n a w a r e .
kusamakura-by-soseki-natsume-00103|腹 から の 、 笑 と いえ ど 、 苦しみ の 、 そこ に ある べし 。|h a r a k a r a n o , w a r a i t o i e d o , k u r u sh i m i n o , s o k o n i a r u b e sh i .
kusamakura-by-soseki-natsume-00104|うつくし き 、 きわみ の 歌 に 、 悲し さ の 、 極み の おもい 、 こもる と ぞ 知れ|u ts u k u sh i k i , k i w a m i n o u t a n i , k a n a sh i s a n o , k i w a m i n o o m o i , k o m o r u t o z o sh i r e
kusamakura-by-soseki-natsume-00105|」 なるほど いくら 詩人 が 幸福 で も 、|n a r u h o d o i k u r a sh i j i N g a k o: f u k u d e m o ,
kusamakura-by-soseki-natsume-00106|あの 雲雀 の よう に 思い切っ て 、 一心 不乱 に 、 前後 を 忘却 し て 、|a n o h i b a r i n o y o: n i o m o i k i q t e , i q sh i N f u r a N n i , z e N g o o b o: ky a k u sh i t e ,
kusamakura-by-soseki-natsume-00107|わが 喜び を 歌う わけ に は 行く まい 。 西洋 の 詩 は 無論 の 事 、 支那 の 詩 に も 、|w a g a y o r o k o b i o u t a u w a k e n i w a i k u m a i . s e: y o: n o sh i w a m u r o N n o k o t o , sh i n a n o sh i n i m o ,
kusamakura-by-soseki-natsume-00108|よく ばん こく の うれい など と 云う 字 が ある 。|y o k u b a N k o k u n o u r e: n a d o t o i u j i g a a r u .
kusamakura-by-soseki-natsume-00109|詩人 だ から 万斛 で しろうと なら 一 ごう で 済む か も 知れ ぬ 。|sh i j i N d a k a r a b a N k o k u d e sh i r o: t o n a r a i ch i g o: d e s u m u k a m o sh i r e n u .
kusamakura-by-soseki-natsume-00110|し て 見る と 詩人 は 常 の 人 より も 苦労 性 で 、|sh i t e m i r u t o sh i j i N w a ts u n e n o h i t o y o r i m o k u r o: s e: d e ,
kusamakura-by-soseki-natsume-00111|ぼん こつ の 倍 以上 に 神経 が 鋭敏 な の か も 知れ ん 。|b o N k o ts u n o b a i i j o: n i sh i N k e: g a e: b i N n a n o k a m o sh i r e N .
kusamakura-by-soseki-natsume-00112|超俗 の 喜び も あろう が 、 無量 の かなしみ も 多かろう 。|ch o: z o k u n o y o r o k o b i m o a r o: g a , m u ry o: n o k a n a sh i m i m o o: k a r o: .
kusamakura-by-soseki-natsume-00113|そん なら ば 詩人 に なる の も 考え 物 だ 。|s o N n a r a b a sh i j i N n i n a r u n o m o k a N g a e m o n o d a .
kusamakura-by-soseki-natsume-00114|しばらく は 路 が たいら で 、 右 は ぞう き やま 、|sh i b a r a k u w a m i ch i g a t a i r a d e , m i g i w a z o: k i y a m a ,
kusamakura-by-soseki-natsume-00115|左 は 菜の花 の 見 つづけ で ある 。 足 の 下 に 時々 たんぽぽ を 踏みつける 。|h i d a r i w a n a n o h a n a n o m i ts u z u k e d e a r u . a sh i n o sh i t a n i t o k i d o k i t a N p o p o o f u m i ts u k e r u .
kusamakura-by-soseki-natsume-00116|のこぎり の よう な 葉 が 遠慮 なく 四方 へ の し て|n o k o g i r i n o y o: n a h a g a e N ry o n a k u sh i h o: e n o sh i t e
kusamakura-by-soseki-natsume-00117|真中 に 黄色 な たま を 擁護 し て いる 。|m a n a k a n i k i i r o n a t a m a o y o: g o sh i t e i r u .
kusamakura-by-soseki-natsume-00118|菜の花 に 気 を とら れ て 、 踏みつけ た あと で 、 気の毒 な 事 を し た と 、 振り向い て 見る と 、|n a n o h a n a n i k i o t o r a r e t e , f u m i ts u k e t a a t o d e , k i n o d o k u n a k o t o o sh i t a t o , f u r i m u i t e m i r u t o ,
kusamakura-by-soseki-natsume-00119|黄色 な 珠 は 依然 と し て 鋸 の なか に ちん ざし て いる 。|k i i r o n a t a m a w a i z e N t o sh i t e n o k o g i r i n o n a k a n i ch i N z a sh i t e i r u .
kusamakura-by-soseki-natsume-00120|のんき な もの だ 。 また 考え を つづける 。|n o N k i n a m o n o d a . m a t a k a N g a e o ts u z u k e r u .
kusamakura-by-soseki-natsume-00121|詩人 に うれい は つきもの か も 知れ ない が 、|sh i j i N n i u r e: w a ts u k i m o n o k a m o sh i r e n a i g a ,
kusamakura-by-soseki-natsume-00122|あの ひばり を 聞く 心持 に なれ ば みじん の くも ない 。 菜の花 を 見 て も 、|a n o h i b a r i o k i k u k o k o r o m o ch i n i n a r e b a m i j i N n o k u m o n a i . n a n o h a n a o m i t e m o ,
kusamakura-by-soseki-natsume-00123|ただ うれしく て 胸 が おどる ばかり だ 。 蒲公英 も その 通り 、 桜 も ― ― 桜 は いつ か 見え なく なっ た 。 こう|t a d a u r e sh i k u t e m u n e g a o d o r u b a k a r i d a . t a N p o p o m o s o n o t o: r i , s a k u r a m o s a k u r a w a i ts u k a m i e n a k u n a q t a . k o:
kusamakura-by-soseki-natsume-00124|山 の 中 へ 来 て 自然 の けい ぶつ に 接すれ ば 、|y a m a n o n a k a e k i t e sh i z e N n o k e: b u ts u n i s e q s u r e b a ,
kusamakura-by-soseki-natsume-00125|見る もの も 聞く もの も 面白い 。 面白い だけ で 別段 の 苦しみ も 起ら ぬ 。|m i r u m o n o m o k i k u m o n o m o o m o sh i r o i . o m o sh i r o i d a k e d e b e ts u d a N n o k u r u sh i m i m o o k o r a n u .
kusamakura-by-soseki-natsume-00126|起る と すれ ば 足 が くたびれ て 、 うまい もの が 食べ られ ぬ くらい の 事 だろう 。|o k o r u t o s u r e b a a sh i g a k u t a b i r e t e , u m a i m o n o g a t a b e r a r e n u k u r a i n o k o t o d a r o: .
kusamakura-by-soseki-natsume-00127|しかし 苦しみ の ない の は なぜ だろう 。|sh i k a sh i k u r u sh i m i n o n a i n o w a n a z e d a r o: .
kusamakura-by-soseki-natsume-00128|ただ この 景色 を 一 ぷ く の えと し て み 、 一|t a d a k o n o k e sh i k i o i ch i p u k u n o e t o sh i t e m i , i ch i
kusamakura-by-soseki-natsume-00129|かん の 詩 と し て 読む から で ある 。 が で あり|k a N n o sh i t o sh i t e y o m u k a r a d e a r u . g a d e a r i
